City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,saint-paul,-21.0096,55.2707,26.05,94,9,0.45,RE,1681256317
354,atbasar,51.8,68.3333,0.47,64,7,3.32,KZ,1681256317
355,acapulco,16.8634,-99.8901,29.9,58,40,4.63,MX,1681256107
356,naze,28.3667,129.4833,20.51,84,70,2.07,JP,1681256317
357,awassa,7.05,38.4667,16.96,76,91,1.73,ET,1681256317
358,keti bandar,24.1447,67.4497,26.06,79,76,7.24,PK,1681256317
359,iquique,-20.2208,-70.1431,22.02,77,25,1.74,CL,1681256317
360,san quintin,30.4833,-115.95,16.52,70,1,6.11,MX,1681256318
361,atambua,-9.1061,124.8925,25.95,78,57,1.0,ID,1681256318
362,taltal,-25.4,-70.4833,18.8,84,51,3.9,CL,1681256318
363,puerto quijarro,-17.7833,-57.7667,24.24,86,100,1.33,BO,1681256318
364,koubia,11.5833,-11.9,23.11,52,63,0.33,GN,1681256318
365,nyimba,-14.5566,30.8149,20.05,93,100,3.95,ZM,1681256055
366,sanski most,44.7653,16.6656,8.47,86,100,0.84,BA,1681256319
367,goderich,43.7501,-81.7165,13.18,54,100,7.2,CA,1681256289
368,borogontsy,62.6683,131.1683,-6.38,90,100,0.68,RU,1681256319
369,tadine,-21.55,167.8833,26.67,78,6,3.78,NC,1681256319
370,cockburn town,21.4612,-71.1419,25.54,81,1,5.5,TC,1681256319
371,san jeronimo,-11.9472,-75.2829,9.54,88,59,2.3,PE,1681256320
372,kyzyl-suu,42.3414,78.0056,2.24,71,95,2.64,KG,1681256320
373,arefu,45.3333,24.6,4.02,94,89,2.95,RO,1681256320
374,castro,-24.7911,-50.0119,15.47,79,6,1.6,BR,1681256320
375,charters towers,-20.1,146.2667,27.64,57,100,0.33,AU,1681256320
376,rundu,-17.9333,19.7667,19.6,54,71,2.6,NA,1681256320
377,pitimbu,-7.4706,-34.8086,26.33,85,97,2.54,BR,1681256321
378,sol-iletsk,51.1631,54.9918,6.55,55,35,1.72,RU,1681256321
379,pecos,31.4229,-103.4932,30.05,13,0,5.66,US,1681256321
380,iwanai,42.9744,140.5089,6.37,91,100,7.23,JP,1681256321
381,tefe,-3.3542,-64.7114,24.06,100,20,1.03,BR,1681256321
382,kasempa,-13.4584,25.8338,16.18,96,93,1.75,ZM,1681256321
383,mezhevoy,55.1711,58.7814,1.25,67,33,2.87,RU,1681256322
384,guanica,17.9716,-66.908,26.73,82,57,3.26,PR,1681256322
385,ballina,-28.8667,153.5667,23.16,40,100,0.91,AU,1681256322
386,huitzo,19.9667,-102.0667,27.44,17,6,4.6,MX,1681256322
387,lanzhou,36.0564,103.7922,12.97,33,30,0.91,CN,1681256322
388,sorab,14.3833,75.1,20.4,92,7,0.98,IN,1681256323
389,luena,-11.7833,19.9167,18.1,94,89,2.06,AO,1681256323
390,damietta,31.4165,31.8133,14.94,75,73,4.27,EG,1681256323
391,nokha,27.6,73.4167,25.29,32,68,0.51,IN,1681256323
392,asau,46.4333,26.4,6.51,96,100,2.09,RO,1681256323
393,qaqortoq,60.7167,-46.0333,-0.76,89,100,1.29,GL,1681256323
394,buraydah,26.326,43.975,20.25,60,97,6.25,SA,1681256324
395,hudson bay,52.85,-102.3842,5.52,99,100,4.04,CA,1681256324
396,kataysk,56.289,62.5841,0.78,63,46,3.31,RU,1681256324
397,bubaque,11.2833,-15.8333,25.21,67,16,5.42,GW,1681256324
398,lorengau,-2.0226,147.2712,27.07,80,94,2.72,PG,1681256324
399,ketchikan,55.3422,-131.6461,8.26,61,40,4.63,US,1681256325
400,quelimane,-17.8786,36.8883,26.97,89,75,4.12,MZ,1681256325
401,turukhansk,65.8167,87.9833,-21.98,99,100,2.36,RU,1681256325
402,nowa sol,51.8033,15.717,4.4,94,21,2.9,PL,1681256325
403,havelock,34.8791,-76.9013,17.0,62,0,3.09,US,1681256325
404,mount isa,-20.7333,139.5,25.87,36,77,0.0,AU,1681256325
405,lufilufi,-13.8745,-171.5986,31.88,72,13,6.02,WS,1681256325
406,dalnerechensk,45.9339,133.7225,4.39,30,79,9.59,RU,1681256326
407,sarahan,31.5167,77.8,4.9,54,92,4.52,IN,1681256326
408,bafq,31.6128,55.4107,21.31,25,35,2.67,IR,1681256326
409,wajima,37.4,136.9,8.38,100,75,4.12,JP,1681256293
410,khovu-aksy,51.1333,93.6,-4.38,89,100,1.13,RU,1681256326
411,mildura,-34.2,142.15,20.04,76,0,10.98,AU,1681256326
412,hofn,64.2539,-15.2082,1.5,81,91,4.46,IS,1681256326
413,nadadores,27.05,-101.6,29.02,35,51,8.69,MX,1681256327
414,pacific grove,36.6177,-121.9166,20.5,68,0,7.15,US,1681256327
415,melur,10.05,78.3333,24.5,80,7,0.98,IN,1681256327
416,lima,-12.0432,-77.0282,26.06,75,40,5.14,PE,1681256243
417,izhma,65.0083,53.9113,0.24,97,100,2.88,RU,1681256327
418,komsomolskiy,40.4272,71.7189,12.4,82,100,2.06,UZ,1681256327
419,lively,46.4334,-81.1498,13.51,86,100,2.71,CA,1681256328
420,sabha,27.0377,14.4283,14.91,25,8,5.26,LY,1681256328
421,nagaur,27.2,73.7333,25.41,33,10,3.2,IN,1681256328
422,ashqelon,31.6693,34.5715,13.94,77,21,8.14,IL,1681256328
423,cabo san lucas,22.8909,-109.9124,33.12,25,0,5.14,MX,1681256328
424,parana,-31.732,-60.5238,26.95,86,98,1.52,AR,1681256328
425,kaoma,-14.7833,24.8,16.63,95,71,2.23,ZM,1681256329
426,letterkenny,54.95,-7.7333,3.89,74,90,7.6,IE,1681256329
427,barcelos,41.5388,-8.6151,14.91,96,80,2.34,PT,1681256329
428,adrar,20.5022,-10.0711,23.78,52,100,1.69,MR,1681256329
429,hami,42.8,93.45,13.16,32,100,5.16,CN,1681256329
430,necochea,-38.5473,-58.7368,15.8,88,91,4.94,AR,1681256329
431,westport,41.1415,-73.3579,22.75,36,0,5.14,US,1681256280
432,kikwit,-5.041,18.8162,21.74,98,100,3.07,CD,1681256330
433,shizilu,35.1711,118.8289,12.76,30,0,2.47,CN,1681256330
434,brigantine,39.4101,-74.3646,18.44,72,89,5.36,US,1681256330
435,mogadishu,2.0371,45.3438,27.54,82,25,5.24,SO,1681256330
436,baykit,61.67,96.37,-13.88,91,100,4.97,RU,1681256330
437,vila franca do campo,37.7167,-25.4333,16.23,92,47,2.67,PT,1681256330
438,melilla,35.2937,-2.9383,23.21,18,0,3.09,ES,1681256331
439,katete,-0.7818,29.7544,16.94,80,100,1.51,UG,1681256331
440,brejo santo,-7.4933,-38.9872,27.13,73,46,0.74,BR,1681256331
441,riohacha,11.5444,-72.9072,27.06,83,0,4.12,CO,1681256331
442,batemans bay,-35.7167,150.1833,15.61,52,84,3.68,AU,1681256331
443,alice,27.7523,-98.0697,25.94,42,0,5.14,US,1681256258
444,mnogovershinnyy,53.9353,139.9242,-4.59,74,92,6.27,RU,1681256331
445,hanzhong,33.0728,107.0303,18.92,61,91,0.94,CN,1681256332
446,hervey bay,-25.2986,152.8535,24.45,47,34,3.03,AU,1681256332
447,arvika,59.6553,12.5852,5.34,93,100,1.93,SE,1681256332
448,bacolod,10.6667,122.95,26.69,70,97,1.0,PH,1681256332
449,tumbes,-3.5667,-80.4414,27.97,78,75,2.57,PE,1681256108
450,igarka,67.4667,86.5833,-31.55,99,48,2.45,RU,1681256332
451,floriano,-6.7669,-43.0225,26.39,66,74,1.88,BR,1681256333
452,shitanjing,39.2342,106.3439,9.97,18,92,2.42,CN,1681256333
453,senanga,-16.1167,23.2667,18.67,88,87,1.85,ZM,1681256333
454,west norriton,40.1296,-75.3785,21.77,30,0,4.63,US,1681256333
455,ryotsu,38.0833,138.4333,10.59,93,100,2.22,JP,1681256333
456,niteroi,-22.8833,-43.1036,24.78,76,20,5.14,BR,1681256097
457,mayya,61.7333,130.2811,-10.38,89,100,1.95,RU,1681256334
458,meulaboh,4.1363,96.1285,24.37,90,81,1.31,ID,1681256334
459,cozumel,20.5083,-86.9458,29.04,66,20,4.63,MX,1681256294
460,okhotsk,59.3833,143.3,-7.23,72,23,1.8,RU,1681256334
461,vestmanna,62.1564,-7.1664,2.51,87,20,0.51,FO,1681256334
462,leh,34.1667,77.5833,-7.81,66,9,3.27,IN,1681256334
463,manuk mangkaw,4.8,119.85,27.92,76,30,5.11,PH,1681256335
464,chipata,-13.6333,32.65,17.54,94,95,1.75,ZM,1681256335
465,rio grande city,26.3798,-98.8203,25.62,49,94,3.51,US,1681256335
466,paoua,7.2427,16.4406,26.18,57,100,3.68,CF,1681256335
467,ojinaga,29.5667,-104.4167,30.53,21,0,3.6,MX,1681256335
468,tahe,52.3333,124.7333,-1.95,84,100,3.56,CN,1681256335
469,vila velha,-20.3297,-40.2925,24.41,88,75,3.09,BR,1681256335
470,kampong thum,12.7111,104.8887,28.44,71,98,4.82,KH,1681256336
471,high level,58.5169,-117.136,8.06,31,75,4.12,CA,1681256101
472,zhigansk,66.7697,123.3711,-19.18,91,18,3.46,RU,1681256336
473,sauda,59.6506,6.3542,7.05,98,100,2.01,NO,1681256336
474,qostanay,53.1667,63.5833,0.16,80,0,5.0,KZ,1681256284
475,tautira,-17.7333,-149.15,27.35,72,100,2.1,PF,1681256336
476,finschhafen,-6.6024,147.8681,31.05,61,90,2.11,PG,1681256337
477,beaverlodge,55.2166,-119.4361,7.64,55,100,1.9,CA,1681256337
478,olinda,-8.0089,-34.8553,26.85,74,40,3.6,BR,1681256337
479,kangshan,28.8812,116.4311,20.22,86,31,3.25,CN,1681256337
480,pochutla,15.7432,-96.4661,28.9,50,54,3.0,MX,1681256337
481,ouadda,8.0777,22.4007,23.49,73,99,2.75,CF,1681256337
482,dabou,5.3256,-4.3769,26.37,87,67,3.73,CI,1681256337
483,yaring,6.8662,101.3689,26.43,87,73,3.51,TH,1681256338
484,porto santo,33.072,-16.3415,17.21,77,40,2.06,PT,1681256338
485,ouallam,14.3188,2.0866,30.71,14,18,5.19,NE,1681256338
486,karratha,-20.7377,116.8463,30.24,48,98,5.88,AU,1681256338
487,zilair,52.2332,57.4392,0.77,76,2,0.13,RU,1681256339
488,galesong,-5.3166,119.3661,25.01,79,34,3.24,ID,1681256339
489,inhambane,-23.865,35.3833,20.96,95,97,3.23,MZ,1681256339
490,sao sebastiao,-23.76,-45.4097,21.56,88,14,3.36,BR,1681256339
491,saurimo,-9.6608,20.3916,17.75,96,91,1.43,AO,1681256339
492,talcahuano,-36.7167,-73.1167,14.82,94,75,2.06,CL,1681256340
493,ternate,0.8,127.4,27.67,76,31,2.26,ID,1681256340
494,ust-kulom,61.6864,53.6902,-0.32,96,100,2.57,RU,1681256340
495,indergarh,26.9352,79.6724,25.59,19,2,2.56,IN,1681256340
496,sungairaya,0.7,108.9,26.36,84,81,1.72,ID,1681256340
497,lawrenceburg,38.0373,-84.8966,23.32,25,0,3.6,US,1681256340
498,varhaug,58.6147,5.6457,6.61,91,78,6.79,NO,1681256341
499,jeremie,18.65,-74.1167,25.61,78,32,1.03,HT,1681256341
500,sao miguel do araguaia,-13.275,-50.1628,23.25,85,100,1.44,BR,1681256341
501,pevek,69.7008,170.3133,-24.53,93,90,1.49,RU,1681256341
502,sal rei,16.1833,-22.9167,21.54,72,95,4.13,CV,1681256342
503,jensen beach,27.2545,-80.2298,23.38,68,75,10.29,US,1681256342
504,berea,41.3662,-81.8543,22.49,20,75,7.72,US,1681256342
505,wilmington,34.2257,-77.9447,17.95,60,0,0.89,US,1681256250
506,sept-iles,50.2001,-66.3821,5.0,95,100,2.57,CA,1681256189
507,penzance,50.1186,-5.5371,7.09,64,91,13.63,GB,1681256342
508,elko,41.0002,-115.5012,20.01,28,95,8.05,US,1681256343
509,sehithwa,-20.4667,22.7167,20.42,45,50,2.7,BW,1681256343
510,maragogi,-9.0122,-35.2225,25.05,82,99,1.6,BR,1681256343
511,tual,-5.6667,132.75,28.08,77,98,3.15,ID,1681256343
512,macas,-2.3167,-78.1167,20.86,94,40,2.57,EC,1681256344
513,tortoli,39.9256,9.6572,14.9,72,0,3.09,IT,1681256344
514,kralendijk,12.15,-68.2667,26.99,78,75,8.23,BQ,1681256344
515,urumqi,43.801,87.6005,5.53,76,100,2.0,CN,1681256080
516,vostok,46.4856,135.8833,-2.13,74,100,6.72,RU,1681256344
517,bambanglipuro,-7.95,110.2833,25.94,84,99,1.47,ID,1681256345
518,soe,-9.8607,124.284,23.17,77,99,1.18,ID,1681256345
519,barranca,-10.75,-77.7667,24.5,79,43,3.67,PE,1681256345
520,atocha,-20.9333,-66.2333,12.11,35,24,3.63,BO,1681256345
521,aklavik,68.2191,-135.0107,-13.0,61,20,1.54,CA,1681256346
522,colares,38.7992,-9.4469,16.53,85,13,7.15,PT,1681256346
523,maiduguri,11.8464,13.1603,29.16,22,100,4.83,NG,1681256346
524,travagliato,45.5191,10.0805,12.86,52,40,3.13,IT,1681256347
525,camopi,3.1655,-52.3158,22.85,98,96,0.83,GF,1681256347
526,mahdasht,35.7299,50.8111,21.12,27,40,2.06,IR,1681256348
527,olavarria,-36.8927,-60.3225,16.42,93,79,3.62,AR,1681256348
528,nabire,-3.3667,135.4833,24.91,91,100,1.06,ID,1681256348
529,traralgon,-38.1833,146.5333,12.36,97,100,1.25,AU,1681256348
530,darapidap,17.2131,120.4114,26.03,82,100,1.87,PH,1681256348
531,yuancheng,36.652,107.7896,11.78,46,80,3.21,CN,1681256349
532,huarmey,-10.0681,-78.1522,25.21,81,33,3.75,PE,1681256349
533,nouakchott,18.0858,-15.9785,19.96,81,94,4.05,MR,1681256349
534,damara,4.9608,18.7035,22.36,82,99,1.66,CF,1681256349
535,nagapattinam,10.7667,79.8333,24.01,86,6,0.57,IN,1681256349
536,kampene,-3.6,26.6667,18.75,99,94,0.43,CD,1681256350
537,bairiki,1.3292,172.9752,30.0,74,20,2.06,KI,1681256350
538,kahului,20.8947,-156.47,28.01,64,20,9.77,US,1681256237
539,west wendover,40.7391,-114.0733,25.56,14,0,8.75,US,1681256350
540,kieta,-6.2167,155.6333,27.5,80,98,1.72,PG,1681256351
541,soure,-0.7167,-48.5233,23.99,92,100,1.28,BR,1681256346
542,hualmay,-11.0964,-77.6139,24.75,80,29,4.3,PE,1681256351
543,shelburne,44.0787,-80.2041,18.42,67,100,8.29,CA,1681256351
544,maues,-3.3836,-57.7186,24.07,97,100,1.29,BR,1681256322
545,bratsk,56.1325,101.6142,-3.73,77,100,4.98,RU,1681256352
546,sioux lookout,50.1001,-91.917,17.04,27,40,2.57,CA,1681256352
547,lodja,-3.4833,23.4333,19.65,100,100,0.9,CD,1681256352
548,aykhal,66.0,111.5,-10.08,90,100,14.86,RU,1681256353
549,kutum,14.2,24.6667,24.63,20,100,7.97,SD,1681256353
550,kourou,5.1552,-52.6478,27.03,89,99,3.04,GF,1681256353
551,balikpapan,-1.2675,116.8289,25.55,94,20,1.54,ID,1681256353
552,hun,29.1268,15.9477,11.57,60,0,2.12,LY,1681256354
553,semaria,24.3073,79.9718,26.54,15,0,0.48,IN,1681256354
554,maniitsoq,65.4167,-52.9,-1.8,81,7,2.44,GL,1681256354
555,ankang,32.68,109.0172,17.36,46,100,1.37,CN,1681256354
556,lira,2.235,32.9097,19.25,77,67,1.0,UG,1681256355
557,taonan,45.3333,122.7833,3.73,23,0,9.16,CN,1681256355
558,shache,38.4167,77.2406,13.07,18,2,3.03,CN,1681256355
559,tazmalt,36.3868,4.3989,17.75,41,7,1.99,DZ,1681256355
560,mackay,-21.15,149.2,30.93,71,48,0.59,AU,1681256355
561,imeni poliny osipenko,52.4201,136.4853,-4.32,94,100,11.02,RU,1681256356
562,pinawa,50.1489,-95.8811,13.37,89,46,4.49,CA,1681256356
563,aljezur,37.3191,-8.8033,15.31,89,2,5.57,PT,1681256356
564,bathsheba,13.2167,-59.5167,26.34,73,20,6.17,BB,1681256356
565,itoman,26.1247,127.6694,23.21,88,40,3.6,JP,1681256357
566,dibulla,11.2725,-73.3091,25.81,87,100,2.76,CO,1681256357
567,biryusinsk,55.9634,97.8235,-4.55,71,65,5.31,RU,1681256357
568,honiara,-9.4333,159.95,28.69,69,61,2.59,SB,1681256357
569,sinnar,13.5691,33.5672,33.46,13,100,4.78,SD,1681256357
570,cururupu,-1.8283,-44.8683,24.04,92,74,1.53,BR,1681256357
571,rio grande,-32.035,-52.0986,22.06,81,3,2.85,BR,1681256357
572,taoudenni,22.6783,-3.9836,25.69,7,98,3.76,ML,1681256358
573,mutuipe,-13.2286,-39.5047,21.21,99,45,1.42,BR,1681256358
574,college,64.8569,-147.8028,-8.85,77,100,0.0,US,1681256358
575,anadyr,64.75,177.4833,-17.72,65,0,0.0,RU,1681256359
576,nakhon thai,17.1006,100.8374,28.29,57,9,0.48,TH,1681256359
577,ledyard,41.4398,-72.0142,19.67,45,0,5.14,US,1681256359
578,nara,34.6851,135.8049,18.05,49,92,2.75,JP,1681256359
579,manokwari,-0.8667,134.0833,26.89,80,100,1.54,ID,1681256360
